@relation sars_ppi_RCCLatD7Concat

@attribute RCC1 numeric
@attribute RCC2 numeric
@attribute RCC3 numeric
@attribute RCC4 numeric
@attribute RCC5 numeric
@attribute RCC6 numeric
@attribute RCC7 numeric
@attribute RCC8 numeric
@attribute RCC9 numeric
@attribute RCC10 numeric
@attribute RCC11 numeric
@attribute RCC12 numeric
@attribute RCC13 numeric
@attribute RCC14 numeric
@attribute RCC15 numeric
@attribute RCC16 numeric
@attribute RCC17 numeric
@attribute RCC18 numeric
@attribute RCC19 numeric
@attribute RCC20 numeric
@attribute RCC21 numeric
@attribute RCC22 numeric
@attribute RCC23 numeric
@attribute RCC24 numeric
@attribute RCC25 numeric
@attribute RCC26 numeric
@attribute RCC27 numeric
@attribute RCC28 numeric
@attribute RCC29 numeric
@attribute RCC30 numeric
@attribute RCC31 numeric
@attribute RCC32 numeric
@attribute RCC33 numeric
@attribute RCC34 numeric
@attribute RCC35 numeric
@attribute RCC36 numeric
@attribute RCC37 numeric
@attribute RCC38 numeric
@attribute RCC39 numeric
@attribute RCC40 numeric
@attribute RCC41 numeric
@attribute RCC42 numeric
@attribute RCC43 numeric
@attribute RCC44 numeric
@attribute RCC45 numeric
@attribute RCC46 numeric
@attribute RCC47 numeric
@attribute RCC48 numeric
@attribute RCC49 numeric
@attribute RCC50 numeric
@attribute RCC51 numeric
@attribute RCC52 numeric
@attribute Class {P,N}

@data

8,1,1,4,11,0,10,0,0,2,14,3,4,29,3,0,0,0,0,3,8,5,0,4,12,31,4,0,0,4,10,0,2,0,1,5,5,1,7,1,4,0,3,2,1,4,3,3,1,0,0,47,P
4,0,4,4,7,0,9,2,1,6,12,2,3,38,3,0,1,4,1,0,7,2,0,4,20,11,4,0,4,7,5,1,10,3,0,8,19,3,4,35,1,0,1,6,1,0,10,1,0,3,21,12,P
15,8,3,32,46,2,47,5,4,43,82,21,26,67,10,0,2,13,8,15,56,10,4,18,47,47,14,6,2,33,36,2,44,5,4,42,86,25,23,65,14,0,3,15,8,16,56,7,3,20,46,47,P
39,5,7,56,96,4,39,2,11,89,103,29,85,32,31,0,11,29,33,34,83,36,13,9,16,233,8,2,1,11,16,1,23,4,3,17,41,14,5,33,9,0,1,13,7,10,44,6,5,10,38,8,P
8,2,1,11,16,1,23,4,3,17,41,14,5,33,9,0,1,13,7,10,44,6,5,10,38,8,39,5,7,56,96,4,39,2,11,89,103,29,85,32,31,0,11,29,33,34,83,36,13,9,16,233,P
9,0,3,15,13,2,16,4,3,13,46,15,7,29,8,0,2,16,11,7,46,7,5,13,42,9,4,0,0,12,15,0,11,2,1,14,34,5,6,63,6,0,3,7,5,3,20,5,0,6,21,1,P
9,0,3,15,13,2,16,4,3,13,46,15,7,29,8,0,2,16,11,7,46,7,5,13,42,9,5,1,0,7,20,3,21,3,4,18,55,12,15,94,11,0,2,6,4,6,40,7,1,13,32,6,P
9,0,3,15,13,2,16,4,3,13,46,15,7,29,8,0,2,16,11,7,46,7,5,13,42,9,8,2,1,27,20,1,24,2,0,21,55,10,12,85,12,0,0,9,4,3,42,3,0,9,46,2,P
9,0,3,15,13,2,16,4,3,13,46,15,7,29,8,0,2,16,11,7,46,7,5,13,42,9,1,77,25,0,7,5,10,20,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,1,P
