@relation swsarscov1_LatD6SumNoNamesWithClassP

@attribute RCC1 numeric
@attribute RCC2 numeric
@attribute RCC3 numeric
@attribute RCC4 numeric
@attribute RCC5 numeric
@attribute RCC6 numeric
@attribute RCC7 numeric
@attribute RCC8 numeric
@attribute RCC9 numeric
@attribute RCC10 numeric
@attribute RCC11 numeric
@attribute RCC12 numeric
@attribute RCC13 numeric
@attribute RCC14 numeric
@attribute RCC15 numeric
@attribute RCC16 numeric
@attribute RCC17 numeric
@attribute RCC18 numeric
@attribute RCC19 numeric
@attribute RCC20 numeric
@attribute RCC21 numeric
@attribute RCC22 numeric
@attribute RCC23 numeric
@attribute RCC24 numeric
@attribute RCC25 numeric
@attribute RCC26 numeric
@attribute Class {P,N}

@data

68,24,32,36,126,22,158,22,0,18,80,24,34,172,132,0,0,0,2,0,12,2,0,6,22,6,P
80,33,60,40,194,26,214,38,0,16,91,25,38,187,179,0,0,0,5,1,16,5,0,4,34,9,P
113,51,55,36,203,36,264,48,0,18,80,32,46,218,190,0,0,4,2,0,10,5,0,4,23,7,P
45,14,25,22,76,16,118,18,0,10,48,19,21,130,69,0,0,0,1,0,9,2,0,4,15,3,P
54,22,31,38,134,23,158,27,0,16,67,21,30,178,127,0,0,0,1,1,15,5,0,6,28,8,P
44,14,27,29,74,14,101,15,0,11,51,17,21,102,86,0,0,0,1,0,7,1,0,4,18,5,P
66,30,40,32,134,19,165,22,0,16,59,25,32,159,133,0,0,0,1,1,11,1,0,3,21,5,P
44,15,28,25,89,15,106,16,0,10,49,17,17,117,82,0,0,0,2,0,10,1,0,3,16,3,P
34,14,27,25,92,11,93,13,0,10,42,13,21,92,110,0,0,0,1,0,6,1,0,3,12,3,P
41,16,21,20,75,11,83,14,0,12,41,16,22,89,98,0,0,0,1,0,7,4,0,4,11,10,P
45,13,24,22,89,13,101,18,0,9,43,13,21,123,164,0,0,0,1,0,7,1,0,4,17,5,P
37,15,27,22,73,15,108,15,0,10,41,14,19,127,78,0,0,0,1,0,7,1,0,4,19,3,P
37,14,28,20,76,14,102,15,0,9,44,14,18,116,71,0,0,0,1,0,7,1,0,4,16,3,P
63,25,30,32,123,19,144,25,0,24,68,25,32,194,131,0,0,0,1,1,14,5,2,6,23,7,P
159,59,69,63,295,30,234,57,1,34,109,46,70,247,372,0,0,0,5,1,19,7,2,4,29,22,P
35,12,18,18,63,12,80,12,0,9,40,12,17,86,97,0,0,0,1,0,6,1,0,3,11,7,P
36,13,17,19,67,12,95,14,0,9,49,16,19,128,70,0,0,1,1,0,6,1,0,3,18,3,P
47,14,32,30,94,21,134,22,0,16,70,21,35,139,79,0,0,0,1,0,6,1,0,3,23,7,P
80,33,60,40,194,26,214,38,0,16,91,25,38,187,179,0,0,0,5,1,16,5,0,4,34,9,P
92,42,88,44,262,30,270,54,0,14,102,26,42,202,226,0,0,0,8,2,20,8,0,2,46,12,P
125,60,83,40,271,40,320,64,0,16,91,33,50,233,237,0,0,4,5,1,14,8,0,2,35,10,P
57,23,53,26,144,20,174,34,0,8,59,20,25,145,116,0,0,0,4,1,13,5,0,2,27,6,P
66,31,59,42,202,27,214,43,0,14,78,22,34,193,174,0,0,0,4,2,19,8,0,4,40,11,P
56,23,55,33,142,18,157,31,0,9,62,18,25,117,133,0,0,0,4,1,11,4,0,2,30,8,P
78,39,68,36,202,23,221,38,0,14,70,26,36,174,180,0,0,0,4,2,15,4,0,1,33,8,P
56,24,56,29,157,19,162,32,0,8,60,18,21,132,129,0,0,0,5,1,14,4,0,1,28,6,P
46,23,55,29,160,15,149,29,0,8,53,14,25,107,157,0,0,0,4,1,10,4,0,1,24,6,P
53,25,49,24,143,15,139,30,0,10,52,17,26,104,145,0,0,0,4,1,11,7,0,2,23,13,P
57,22,52,26,157,17,157,34,0,7,54,14,25,138,211,0,0,0,4,1,11,4,0,2,29,8,P
49,24,55,26,141,19,164,31,0,8,52,15,23,142,125,0,0,0,4,1,11,4,0,2,31,6,P
49,23,56,24,144,18,158,31,0,7,55,15,22,131,118,0,0,0,4,1,11,4,0,2,28,6,P
75,34,58,36,191,23,200,41,0,22,79,26,36,209,178,0,0,0,4,2,18,8,2,4,35,10,P
171,68,97,67,363,34,290,73,1,32,120,47,74,262,419,0,0,0,8,2,23,10,2,2,41,25,P
47,21,46,22,131,16,136,28,0,7,51,13,21,101,144,0,0,0,4,1,10,4,0,1,23,10,P
48,22,45,23,135,16,151,30,0,7,60,17,23,143,117,0,0,1,4,1,10,4,0,1,30,6,P
59,23,60,34,162,25,190,38,0,14,81,22,39,154,126,0,0,0,4,1,10,4,0,1,35,10,P
113,51,55,36,203,36,264,48,0,18,80,32,46,218,190,0,0,4,2,0,10,5,0,4,23,7,P
125,60,83,40,271,40,320,64,0,16,91,33,50,233,237,0,0,4,5,1,14,8,0,2,35,10,P
158,78,78,36,280,50,370,74,0,18,80,40,58,264,248,0,0,8,2,0,8,8,0,2,24,8,P
90,41,48,22,153,30,224,44,0,10,48,27,33,176,127,0,0,4,1,0,7,5,0,2,16,4,P
99,49,54,38,211,37,264,53,0,16,67,29,42,224,185,0,0,4,1,1,13,8,0,4,29,9,P
89,41,50,29,151,28,207,41,0,11,51,25,33,148,144,0,0,4,1,0,5,4,0,2,19,6,P
111,57,63,32,211,33,271,48,0,16,59,33,44,205,191,0,0,4,1,1,9,4,0,1,22,6,P
89,42,51,25,166,29,212,42,0,10,49,25,29,163,140,0,0,4,2,0,8,4,0,1,17,4,P
79,41,50,25,169,25,199,39,0,10,42,21,33,138,168,0,0,4,1,0,4,4,0,1,13,4,P
86,43,44,20,152,25,189,40,0,12,41,24,34,135,156,0,0,4,1,0,5,7,0,2,12,11,P
90,40,47,22,166,27,207,44,0,9,43,21,33,169,222,0,0,4,1,0,5,4,0,2,18,6,P
82,42,50,22,150,29,214,41,0,10,41,22,31,173,136,0,0,4,1,0,5,4,0,2,20,4,P
82,41,51,20,153,28,208,41,0,9,44,22,30,162,129,0,0,4,1,0,5,4,0,2,17,4,P
108,52,53,32,200,33,250,51,0,24,68,33,44,240,189,0,0,4,1,1,12,8,2,4,24,8,P
204,86,92,63,372,44,340,83,1,34,109,54,82,293,430,0,0,4,5,1,17,10,2,2,30,23,P
80,39,41,18,140,26,186,38,0,9,40,20,29,132,155,0,0,4,1,0,4,4,0,1,12,8,P
81,40,40,19,144,26,201,40,0,9,49,24,31,174,128,0,0,5,1,0,4,4,0,1,19,4,P
92,41,55,30,171,35,240,48,0,16,70,29,47,185,137,0,0,4,1,0,4,4,0,1,24,8,P
45,14,25,22,76,16,118,18,0,10,48,19,21,130,69,0,0,0,1,0,9,2,0,4,15,3,P
57,23,53,26,144,20,174,34,0,8,59,20,25,145,116,0,0,0,4,1,13,5,0,2,27,6,P
90,41,48,22,153,30,224,44,0,10,48,27,33,176,127,0,0,4,1,0,7,5,0,2,16,4,P
22,4,18,8,26,10,78,14,0,2,16,14,8,88,6,0,0,0,0,0,6,2,0,2,8,0,P
31,12,24,24,84,17,118,23,0,8,35,16,17,136,64,0,0,0,0,1,12,5,0,4,21,5,P
21,4,20,15,24,8,61,11,0,3,19,12,8,60,23,0,0,0,0,0,4,1,0,2,11,2,P
43,20,33,18,84,13,125,18,0,8,27,20,19,117,70,0,0,0,0,1,8,1,0,1,14,2,P
21,5,21,11,39,9,66,12,0,2,17,12,4,75,19,0,0,0,1,0,7,1,0,1,9,0,P
11,4,20,11,42,5,53,9,0,2,10,8,8,50,47,0,0,0,0,0,3,1,0,1,5,0,P
18,6,14,6,25,5,43,10,0,4,9,11,9,47,35,0,0,0,0,0,4,4,0,2,4,7,P
22,3,17,8,39,7,61,14,0,1,11,8,8,81,101,0,0,0,0,0,4,1,0,2,10,2,P
14,5,20,8,23,9,68,11,0,2,9,9,6,85,15,0,0,0,0,0,4,1,0,2,12,0,P
14,4,21,6,26,8,62,11,0,1,12,9,5,74,8,0,0,0,0,0,4,1,0,2,9,0,P
40,15,23,18,73,13,104,21,0,16,36,20,19,152,68,0,0,0,0,1,11,5,2,4,16,4,P
136,49,62,49,245,24,194,53,1,26,77,41,57,205,309,0,0,0,4,1,16,7,2,2,22,19,P
12,2,11,4,13,6,40,8,0,1,8,7,4,44,34,0,0,0,0,0,3,1,0,1,4,4,P
13,3,10,5,17,6,55,10,0,1,17,11,6,86,7,0,0,1,0,0,3,1,0,1,11,0,P
24,4,25,16,44,15,94,18,0,8,38,16,22,97,16,0,0,0,0,0,3,1,0,1,16,4,P
54,22,31,38,134,23,158,27,0,16,67,21,30,178,127,0,0,0,1,1,15,5,0,6,28,8,P
66,31,59,42,202,27,214,43,0,14,78,22,34,193,174,0,0,0,4,2,19,8,0,4,40,11,P
99,49,54,38,211,37,264,53,0,16,67,29,42,224,185,0,0,4,1,1,13,8,0,4,29,9,P
31,12,24,24,84,17,118,23,0,8,35,16,17,136,64,0,0,0,0,1,12,5,0,4,21,5,P
40,20,30,40,142,24,158,32,0,14,54,18,26,184,122,0,0,0,0,2,18,8,0,6,34,10,P
30,12,26,31,82,15,101,20,0,9,38,14,17,108,81,0,0,0,0,1,10,4,0,4,24,7,P
52,28,39,34,142,20,165,27,0,14,46,22,28,165,128,0,0,0,0,2,14,4,0,3,27,7,P
30,13,27,27,97,16,106,21,0,8,36,14,13,123,77,0,0,0,1,1,13,4,0,3,22,5,P
20,12,26,27,100,12,93,18,0,8,29,10,17,98,105,0,0,0,0,1,9,4,0,3,18,5,P
27,14,20,22,83,12,83,19,0,10,28,13,18,95,93,0,0,0,0,1,10,7,0,4,17,12,P
31,11,23,24,97,14,101,23,0,7,30,10,17,129,159,0,0,0,0,1,10,4,0,4,23,7,P
23,13,26,24,81,16,108,20,0,8,28,11,15,133,73,0,0,0,0,1,10,4,0,4,25,5,P
23,12,27,22,84,15,102,20,0,7,31,11,14,122,66,0,0,0,0,1,10,4,0,4,22,5,P
49,23,29,34,131,20,144,30,0,22,55,22,28,200,126,0,0,0,0,2,17,8,2,6,29,9,P
145,57,68,65,303,31,234,62,1,32,96,43,66,253,367,0,0,0,4,2,22,10,2,4,35,24,P
21,10,17,20,71,13,80,17,0,7,27,9,13,92,92,0,0,0,0,1,9,4,0,3,17,9,P
22,11,16,21,75,13,95,19,0,7,36,13,15,134,65,0,0,1,0,1,9,4,0,3,24,5,P
33,12,31,32,102,22,134,27,0,14,57,18,31,145,74,0,0,0,0,1,9,4,0,3,29,9,P
44,14,27,29,74,14,101,15,0,11,51,17,21,102,86,0,0,0,1,0,7,1,0,4,18,5,P
56,23,55,33,142,18,157,31,0,9,62,18,25,117,133,0,0,0,4,1,11,4,0,2,30,8,P
89,41,50,29,151,28,207,41,0,11,51,25,33,148,144,0,0,4,1,0,5,4,0,2,19,6,P
21,4,20,15,24,8,61,11,0,3,19,12,8,60,23,0,0,0,0,0,4,1,0,2,11,2,P
30,12,26,31,82,15,101,20,0,9,38,14,17,108,81,0,0,0,0,1,10,4,0,4,24,7,P
20,4,22,22,22,6,44,8,0,4,22,10,8,32,40,0,0,0,0,0,2,0,0,2,14,4,P
42,20,35,25,82,11,108,15,0,9,30,18,19,89,87,0,0,0,0,1,6,0,0,1,17,4,P
20,5,23,18,37,7,49,9,0,3,20,10,4,47,36,0,0,0,1,0,5,0,0,1,12,2,P
10,4,22,18,40,3,36,6,0,3,13,6,8,22,64,0,0,0,0,0,1,0,0,1,8,2,P
17,6,16,13,23,3,26,7,0,5,12,9,9,19,52,0,0,0,0,0,2,3,0,2,7,9,P
21,3,19,15,37,5,44,11,0,2,14,6,8,53,118,0,0,0,0,0,2,0,0,2,13,4,P
13,5,22,15,21,7,51,8,0,3,12,7,6,57,32,0,0,0,0,0,2,0,0,2,15,2,P
13,4,23,13,24,6,45,8,0,2,15,7,5,46,25,0,0,0,0,0,2,0,0,2,12,2,P
39,15,25,25,71,11,87,18,0,17,39,18,19,124,85,0,0,0,0,1,9,4,2,4,19,6,P
135,49,64,56,243,22,177,50,1,27,80,39,57,177,326,0,0,0,4,1,14,6,2,2,25,21,P
11,2,13,11,11,4,23,5,0,2,11,5,4,16,51,0,0,0,0,0,1,0,0,1,7,6,P
12,3,12,12,15,4,38,7,0,2,20,9,6,58,24,0,0,1,0,0,1,0,0,1,14,2,P
23,4,27,23,42,13,77,15,0,9,41,14,22,69,33,0,0,0,0,0,1,0,0,1,19,6,P
66,30,40,32,134,19,165,22,0,16,59,25,32,159,133,0,0,0,1,1,11,1,0,3,21,5,P
78,39,68,36,202,23,221,38,0,14,70,26,36,174,180,0,0,0,4,2,15,4,0,1,33,8,P
111,57,63,32,211,33,271,48,0,16,59,33,44,205,191,0,0,4,1,1,9,4,0,1,22,6,P
43,20,33,18,84,13,125,18,0,8,27,20,19,117,70,0,0,0,0,1,8,1,0,1,14,2,P
52,28,39,34,142,20,165,27,0,14,46,22,28,165,128,0,0,0,0,2,14,4,0,3,27,7,P
42,20,35,25,82,11,108,15,0,9,30,18,19,89,87,0,0,0,0,1,6,0,0,1,17,4,P
64,36,48,28,142,16,172,22,0,14,38,26,30,146,134,0,0,0,0,2,10,0,0,0,20,4,P
42,21,36,21,97,12,113,16,0,8,28,18,15,104,83,0,0,0,1,1,9,0,0,0,15,2,P
32,20,35,21,100,8,100,13,0,8,21,14,19,79,111,0,0,0,0,1,5,0,0,0,11,2,P
39,22,29,16,83,8,90,14,0,10,20,17,20,76,99,0,0,0,0,1,6,3,0,1,10,9,P
43,19,32,18,97,10,108,18,0,7,22,14,19,110,165,0,0,0,0,1,6,0,0,1,16,4,P
